ODDS1,ODDS2,ODDS3,win,place,placeodd,rank,Band,PChange,,,,,,,%
12,37,57,44,49,14,12,0,54%,,,,,,,
4.5,4.2,4.3,575,417,1.7,1,1,2%,,,,,,,
13,9.7,8.5,294,289,2.5,2,1,-12%,,,,,,,
15,16,12,201,195,3.7,3,1,-25%,,,,,,,
5,2.9,2.7,917,517,1.4,4,0,-7%,,,,,,,
13,15,16,153,184,3.9,5,0,7%,,,,,,,
9.1,14,15,164,215,3.4,6,0,7%,,,,,,,
12,26,23,105,175,4.1,7,0,-12%,,,,,,,
14,25,39,64,71,10,8,0,56%,,,,,,,
10,7,7,355,328,2.2,9,0,0%,,,,,,,
17,99,99,13,19,37,10,0,0%,,,,,,,
9,12,15,159,183,3.9,11,0,25%,,,,,,,
17,38,62,40,50,14,12,0,63%,,,,,,,
54,53,50,67,86,9.1,1,1,-6%,,,,,,,
7.6,2.6,2.9,1149,622,1.2,2,1,12%,,,,,,,
42,39,35,96,134,5.9,3,1,-10%,,,,,,,
1.6,4.3,4.3,780,427,1.8,4,0,0%,,,,,,,
21,6.9,4.9,682,493,1.6,5,0,-29%,,,,,,,
9.2,6.9,6.6,508,310,2.5,6,0,-4%,,,,,,,
18,15,20,167,178,4.4,7,0,33%,,,,,,,
15,9.1,8.5,397,276,2.8,8,0,-7%,,,,,,,
23,20,26,128,169,4.6,9,0,30%,,,,,,,
9.5,36,43,77,119,6.6,10,0,19%,,,,,,,
55,73,69,48,53,14,11,0,-5%,,,,,,,
1.4,1.4,1.3,503,173,1.2,1,1,-7%,,,,,,,
5.4,5.4,7.1,95,100,2.1,2,1,31%,,,,,,,
7.2,5.6,4.3,159,127,1.6,3,1,-23%,,,,,,,
9.8,12,14,47,65,3.2,4,0,17%,,,,,,,
12,21,31,21,39,5.3,5,0,48%,,,,,,,
9.8,10,10,167,167,3,1,1,0%,,,,,,,
6.8,4.7,4.6,378,268,1.8,2,1,-2%,,,,,,,
7,5.3,4.2,415,303,1.6,3,1,-21%,,,,,,,
15,22,34,50,59,8.3,4,0,55%,,,,,,,
18,15,19,89,91,5.5,5,0,27%,,,,,,,
15,20,19,89,98,5.1,6,0,-5%,,,,,,,
13,57,96,17,21,23,7,0,68%,,,,,,,
13,11,11,153,145,3.4,8,0,0%,,,,,,,
9.1,11,10,169,167,3,9,0,-9%,,,,,,,
29,33,55,31,35,13,10,0,67%,,,,,,,
16,20,12,134,80,6.2,11,0,-40%,,,,,,,
98,99,68,25,42,11,12,0,-31%,,,,,,,
10,8.4,9.4,183,117,4.2,13,0,12%,,,,,,,
5.6,6.1,8.7,199,222,2.2,14,0,43%,,,,,,,
24,28,23,86,107,4.4,1,1,-18%,,,,,,,
2.4,1.7,1.7,1149,424,1.1,2,1,0%,,,,,,,
8.4,5,4.1,487,329,1.4,3,1,-18%,,,,,,,
9.6,12,16,121,153,3.1,4,0,33%,,,,,,,
13,12,11,173,183,2.6,5,0,-8%,,,,,,,
15,24,17,113,120,3.9,6,0,-29%,,,,,,,
20,23,29,69,99,4.7,7,0,26%,,,,,,,
23,57,96,21,28,16,8,0,68%,,,,,,,
22,39,30,65,81,5.8,9,0,-23%,,,,,,,
7.2,63,99,17,21,21,10,0,57%,,,,,,,
20,34,50,40,52,9,11,0,47%,,,,,,,
62,99,99,11,23,20,12,0,0%,,,,,,,
42,91,99,16,23,19,13,0,9%,,,,,,,
31,30,23,84,75,6.3,14,0,-23%,,,,,,,
8.4,6.5,6,285,227,1.9,1,1,-8%,,,,,,,
7,8.2,8.6,200,167,2.6,2,1,5%,,,,,,,
3.4,2.4,2.6,646,342,1.3,3,1,8%,,,,,,,
7.4,8.7,9.4,184,208,2.1,4,0,8%,,,,,,,
6.6,5.7,5.2,333,273,1.6,5,0,-9%,,,,,,,
6.8,9.4,6.6,262,198,2.2,6,0,-30%,,,,,,,
9.4,21,33,50,59,7.3,7,0,57%,,,,,,,
8.2,11,13,132,109,3.9,8,0,18%,,,,,,,
5.6,5.3,4.9,386,301,1.8,1,1,-8%,,,,,,,
5.4,5.3,4.1,462,363,1.5,2,1,-23%,,,,,,,
21,24,36,52,60,9.2,3,1,50%,,,,,,,
7.8,6.4,5.6,337,325,1.7,4,0,-13%,,,,,,,
11,9.6,10,190,149,3.7,5,0,4%,,,,,,,
6.4,5.5,5.7,333,253,2.2,6,0,4%,,,,,,,
13,14,18,102,122,4.6,7,0,29%,,,,,,,
32,74,99,17,22,25,8,0,34%,,,,,,,
12,10,9,211,191,2.9,9,0,-10%,,,,,,,
26,30,53,35,37,15,10,0,77%,,,,,,,
9,17,20,94,124,4.5,11,0,18%,,,,,,,
28,19,32,59,52,10,12,0,68%,,,,,,,
23,60,99,16,19,28,13,0,65%,,,,,,,
50,61,99,16,21,26,14,0,62%,,,,,,,
10,10,5.9,392,303,2,1,1,-41%,,,,,,,
5.2,4.2,2.8,814,467,1.3,2,1,-33%,,,,,,,
6.6,6.6,7.5,310,283,2.2,3,1,14%,,,,,,,
11,13,19,119,123,5,4,0,46%,,,,,,,
9.4,11,17,132,157,4,5,0,55%,,,,,,,
9.6,12,12,184,153,4.1,6,0,0%,,,,,,,
29,50,92,25,27,22,7,0,84%,,,,,,,
22,31,47,48,56,11,8,0,52%,,,,,,,
21,46,69,33,43,14,9,0,50%,,,,,,,
6.3,3.9,5.8,398,341,1.8,10,0,49%,,,,,,,
7.8,14,11,210,175,3.5,11,0,-21%,,,,,,,
16,11,15,152,143,4.4,12,0,36%,,,,,,,
10,7.6,5.8,403,311,1.8,1,1,-24%,,,,,,,
4.1,3,3.4,697,391,1.4,2,1,13%,,,,,,,
5.6,6.8,6.3,372,259,2.1,3,1,-7%,,,,,,,
5.4,5,7.7,307,245,2.2,4,0,54%,,,,,,,
10,9.7,8.1,289,186,2.9,5,0,-16%,,,,,,,
27,69,99,23,31,17,6,0,43%,,,,,,,
6.6,8.7,8.7,270,215,2.5,7,0,0%,,,,,,,
19,36,28,82,64,8.5,8,0,-22%,,,,,,,
9.2,10,7,335,223,2.5,9,0,-30%,,,,,,,
14,23,27,85,89,6.2,10,0,17%,,,,,,,
10,8.3,5.6,466,329,1.7,1,1,-33%,,,,,,,
18,29,45,58,56,10,2,1,55%,,,,,,,
2.4,2.8,2.6,995,408,1.4,3,1,-7%,,,,,,,
9.7,12,10,247,193,2.9,4,0,-17%,,,,,,,
6.2,3.9,4.6,569,385,1.5,5,0,18%,,,,,,,
11,9.6,14,183,219,2.6,6,0,46%,,,,,,,
11,12,13,201,154,3.7,7,0,8%,,,,,,,
7.6,6.8,7.8,335,233,2.4,8,0,15%,,,,,,,
15,27,20,131,97,5.8,9,0,-26%,,,,,,,
4.2,2.5,2.4,1267,493,1.3,1,1,-4%,,,,,,,
18,16,21,145,134,4.9,2,1,31%,,,,,,,
12,9.5,9.5,323,226,2.9,3,1,0%,,,,,,,
8.4,23,16,185,135,4.8,4,0,-30%,,,,,,,
17,14,27,112,90,7.2,5,0,93%,,,,,,,
16,12,19,155,142,4.6,6,0,58%,,,,,,,
7.4,12,7.5,409,317,2,7,0,-38%,,,,,,,
6.2,4.7,4.9,628,389,1.7,8,0,4%,,,,,,,
28,54,93,32,37,17,9,0,72%,,,,,,,
8.8,18,10,299,236,2.8,10,0,-44%,,,,,,,
16,25,42,72,79,8.3,11,0,68%,,,,,,,
20,25,42,73,86,7.6,12,0,68%,,,,,,,
44,99,99,12,15,43,13,0,0%,,,,,,,
47,99,99,8,10,60,14,0,0%,,,,,,,
17,16,11,279,230,3.4,1,1,-31%,,,,,,,
15,10,20,156,203,3.8,2,1,100%,,,,,,,
4.2,3.1,5.7,558,382,2,3,1,84%,,,,,,,
6.4,3.9,3.4,932,558,1.4,4,0,-13%,,,,,,,
6.1,7.1,4.1,771,496,1.5,5,0,-42%,,,,,,,
5.4,9.1,10,299,236,3.3,6,0,10%,,,,,,,
36,47,57,55,66,11,7,0,21%,,,,,,,
8.2,27,33,95,92,8.4,8,0,22%,,,,,,,
26,26,18,170,121,6.4,9,0,-31%,,,,,,,
43,48,88,35,46,16,10,0,83%,,,,,,,
8.3,8.9,6.7,473,375,2,11,0,-25%,,,,,,,
56,98,99,15,19,39,12,0,1%,,,,,,,
28,23,15,216,226,3.7,1,1,-35%,,,,,,,
7,3.8,2.9,1171,669,1.2,2,1,-24%,,,,,,,
4.4,3.6,4.3,797,533,1.6,3,1,19%,,,,,,,
6.4,6.7,6.5,526,376,2.2,4,0,-3%,,,,,,,
6.4,4.7,5.3,650,456,1.8,5,0,13%,,,,,,,
6,9.5,8.8,388,362,2.3,6,0,-7%,,,,,,,
20,21,34,99,123,6.9,7,0,62%,,,,,,,
18,28,39,87,96,8.8,8,0,39%,,,,,,,
7.6,23,25,137,128,6.6,9,0,9%,,,,,,,
22,81,99,22,25,33,10,0,22%,,,,,,,
62,76,99,28,40,21,11,0,30%,,,,,,,
29,51,88,38,49,17,12,0,73%,,,,,,,
10,8.9,4.9,310,225,2,1,1,-45%,,,,,,,
7.8,10,10,145,138,3.2,2,1,0%,,,,,,,
28,23,11,138,108,4.2,3,1,-52%,,,,,,,
13,24,42,36,42,10,4,0,75%,,,,,,,
5.4,5.9,7.7,200,178,2.5,5,0,31%,,,,,,,
14,12,7.2,214,167,2.7,6,0,-40%,,,,,,,
24,16,18,82,89,5.1,7,0,13%,,,,,,,
9.2,7.7,9.6,159,127,3.5,8,0,25%,,,,,,,
35,34,40,38,39,11,9,0,18%,,,,,,,
21,14,26,58,70,6.4,10,0,86%,,,,,,,
6,5.7,9,171,199,2.2,11,0,58%,,,,,,,
49,69,99,12,18,24,12,0,43%,,,,,,,
28,25,42,36,40,11,13,0,68%,,,,,,,
5.7,6.6,5.8,262,201,2.2,14,0,-12%,,,,,,,
3.9,3.9,2.8,662,374,1.2,1,1,-28%,,,,,,,
11,14,11,163,139,3.4,2,1,-21%,,,,,,,
31,78,99,13,18,25,3,1,27%,,,,,,,
24,19,23,79,91,5.2,4,0,21%,,,,,,,
78,72,99,14,25,18,5,0,38%,,,,,,,
17,21,9.3,196,174,2.7,6,0,-56%,,,,,,,
4.5,3.3,5,363,250,1.9,7,0,52%,,,,,,,
11,18,19,95,100,4.7,8,0,6%,,,,,,,
25,17,9.8,187,145,3.2,9,0,-42%,,,,,,,
42,99,99,10,15,31,10,0,0%,,,,,,,
64,99,99,8,11,39,11,0,0%,,,,,,,
6,11,10,181,168,2.8,12,0,-9%,,,,,,,
106,99,99,6,8,58,13,0,0%,,,,,,,
6.2,4.2,7.3,250,196,2.4,14,0,74%,,,,,,,
4.2,7.2,4.5,222,129,2.4,1,1,-38%,,,,,,,
3.5,3.3,2.4,406,225,1.4,2,1,-27%,,,,,,,
4.8,3.3,4.1,244,178,1.8,3,1,24%,,,,,,,
3,2.4,3.2,314,202,1.5,4,0,33%,,,,,,,
6.8,18,33,30,35,8.9,5,0,83%,,,,,,,
9.4,18,8.1,236,212,2.2,1,1,-55%,,,,,,,
2.6,2.1,2.3,842,348,1.3,2,1,10%,,,,,,,
15,58,88,21,31,14,3,1,52%,,,,,,,
5.2,6,6.9,277,216,2.1,4,0,15%,,,,,,,
44,60,99,17,28,16,5,0,65%,,,,,,,
60,79,99,15,25,18,6,0,25%,,,,,,,
13,18,16,116,103,4.5,7,0,-11%,,,,,,,
24,37,41,46,86,5.4,8,0,11%,,,,,,,
96,99,99,8,11,40,9,0,0%,,,,,,,
30,28,26,73,70,6.6,10,0,-7%,,,,,,,
15,13,7.6,251,223,2.1,11,0,-42%,,,,,,,
9.3,6.7,7.5,257,180,2.5,12,0,12%,,,,,,,
17,8.8,14,134,104,4.4,13,0,59%,,,,,,,
37,46,55,34,45,10,14,0,20%,,,,,,,
6.6,6,3.3,698,442,1.3,1,1,-45%,,,,,,,
3.7,3.2,3.9,593,332,1.8,2,1,22%,,,,,,,
3.8,3,2.6,875,499,1.2,3,1,-13%,,,,,,,
9.4,10,10,220,284,2.1,4,0,0%,,,,,,,
16,41,69,33,48,12,5,0,68%,,,,,,,
66,92,99,12,20,29,6,0,8%,,,,,,,
8.9,14,22,100,129,4.7,7,0,57%,,,,,,,
13,15,25,90,154,3.9,8,0,67%,,,,,,,
12,14,25,90,143,4.2,9,0,79%,,,,,,,
64,36,50,45,66,9.1,10,0,39%,,,,,,,
58,99,99,9,14,42,11,0,0%,,,,,,,
56,90,99,14,27,21,12,0,10%,,,,,,,
101,70,99,16,33,17,13,0,41%,,,,,,,
93,99,99,7,11,51,14,0,0%,,,,,,,
9.1,8.2,6.7,319,227,2.6,1,1,-18%,,,,,,,
18,16,10,200,150,3.9,2,1,-38%,,,,,,,
25,15,13,154,141,4.2,3,1,-13%,,,,,,,
4.2,4.8,6.6,322,294,2,4,0,38%,,,,,,,
20,50,79,26,45,13,5,0,58%,,,,,,,
18,6.6,6.7,317,218,2.7,5,0,2%,,,,,,,
37,31,53,40,46,12,7,0,71%,,,,,,,
14,8.4,6.2,345,237,2.5,8,0,-26%,,,,,,,
4.4,5.4,8.2,263,256,2.3,9,0,52%,,,,,,,
53,43,65,32,45,13,10,0,51%,,,,,,,
12,12,9.8,220,171,3.4,11,0,-18%,,,,,,,
5.8,9.7,14,153,146,4,12,0,44%,,,,,,,
14,19,10,210,174,3.4,13,0,-47%,,,,,,,
10,8,8.7,223,227,2.4,1,1,9%,,,,,,,
13,30,40,47,54,10,2,1,33%,,,,,,,
29,33,29,65,78,7.1,3,1,-12%,,,,,,,
12,10,15,127,121,4.6,4,0,50%,,,,,,,
18,11,10,178,165,3.3,5,0,-9%,,,,,,,
5,4.4,3.2,600,369,1.5,6,0,-27%,,,,,,,
5.8,4.7,4.2,459,297,1.8,7,0,-11%,,,,,,,
10,17,14,136,124,4.5,8,0,-18%,,,,,,,
52,82,99,15,22,24,9,0,21%,,,,,,,
6.2,7.2,9.5,203,215,2.6,10,0,32%,,,,,,,
71,59,85,22,28,19,11,0,44%,,,,,,,
13,14,18,103,114,4.8,12,0,29%,,,,,,,
83,84,99,14,18,29,13,0,18%,,,,,,,
8.4,9.8,12,157,191,2.9,14,0,22%,,,,,,,
27,31,17,112,79,5.1,1,1,-45%,,,,,,,
3.8,13,7.7,253,165,2.4,2,1,-41%,,,,,,,
3.7,3.7,5.2,372,236,1.7,3,1,41%,,,,,,,
18,17,11,172,167,2.4,4,0,-35%,,,,,,,
6,4,4.2,458,263,1.5,5,0,5%,,,,,,,
4.8,3.4,2.9,666,310,1.3,6,0,-15%,,,,,,,
26,20,31,60,74,5.5,7,0,55%,,,,,,,
5.8,5.1,7.4,261,189,2.1,8,0,45%,,,,,,,
5.4,5,3.7,683,377,1.8,1,1,-26%,,,,,,,
5.3,3.1,3.8,677,446,1.5,2,1,23%,,,,,,,
16,26,30,85,92,7.3,3,1,15%,,,,,,,
17,18,16,156,158,4.3,4,0,-11%,,,,,,,
21,48,89,28,37,18,5,0,85%,,,,,,,
24,30,43,59,68,9.9,6,0,43%,,,,,,,
9.6,11,12,205,185,3.6,7,0,9%,,,,,,,
14,11,9.8,260,236,2.8,8,0,-11%,,,,,,,
13,17,17,148,135,5,9,0,0%,,,,,,,
17,25,18,138,119,5.6,10,0,-28%,,,,,,,
7,8.5,10,235,216,3.1,11,0,18%,,,,,,,
27,21,18,138,135,5,12,0,-14%,,,,,,,
67,99,99,16,19,35,13,0,0%,,,,,,,
7.5,9.7,9.2,277,237,2.8,14,0,-5%,,,,,,,
3.8,3.5,4.1,782,381,1.8,1,1,17%,,,,,,,
7.9,4,3.9,804,431,1.6,2,1,-3%,,,,,,,
18,10,7.9,404,273,2.5,3,1,-21%,,,,,,,
6.4,6.6,4.5,704,393,1.8,4,0,-32%,,,,,,,
13,34,43,72,57,12,5,0,26%,,,,,,,
28,90,99,23,30,23,6,0,10%,,,,,,,
31,42,48,66,64,10,7,0,14%,,,,,,,
24,29,42,74,76,9.1,8,0,45%,,,,,,,
16,9.4,9.5,333,248,2.8,9,0,1%,,,,,,,
27,57,88,35,51,13,10,0,54%,,,,,,,
13,29,24,132,128,5.4,11,0,-17%,,,,,,,
6.2,8.5,12,257,234,3,12,0,41%,,,,,,,
15,19,20,155,149,4.7,13,0,5%,,,,,,,
34,99,99,17,22,30,14,0,0%,,,,,,,
2.5,1.6,1.8,1554,582,1.1,1,1,13%,,,,,,,
11,14,6.6,422,389,1.7,2,1,-53%,,,,,,,
9.4,6.8,5.4,518,432,1.6,3,1,-21%,,,,,,,
17,17,19,140,148,4.6,4,0,12%,,,,,,,
33,36,49,56,79,8.6,5,0,36%,,,,,,,
13,42,49,55,79,8.6,6,0,17%,,,,,,,
15,14,12,224,252,2.7,7,0,-14%,,,,,,,
41,70,99,26,34,19,8,0,41%,,,,,,,
18,45,55,50,52,13,9,0,22%,,,,,,,
15,34,36,76,98,6.9,10,0,6%,,,,,,,
14,29,44,62,79,8.5,11,0,52%,,,,,,,
15,24,37,75,84,8,12,0,54%,,,,,,,
16,78,99,21,31,22,13,0,27%,,,,,,,
18,18,28,98,140,4.8,14,0,56%,,,,,,,
40,41,46,34,40,11,1,1,12%,,,,,,,
3,3.6,2.9,555,383,1.2,2,1,-19%,,,,,,,
7.2,7.1,6.4,252,247,1.9,3,1,-10%,,,,,,,
12,9,8.2,196,182,2.6,4,0,-9%,,,,,,,
5.8,4.8,5.6,290,260,1.8,5,0,17%,,,,,,,
22,19,13,122,97,5,6,0,-32%,,,,,,,
15,15,24,65,85,5.7,7,0,60%,,,,,,,
4.4,5.6,8.1,198,218,2.2,8,0,45%,,,,,,,
62,76,99,12,17,27,9,0,30%,,,,,,,
15,11,11,136,118,4.1,10,0,0%,,,,,,,
29,31,22,71,81,5.9,11,0,-29%,,,,,,,
56,36,55,29,33,14,12,0,53%,,,,,,,
5,6.4,4.4,426,294,1.8,1,1,-31%,,,,,,,
6,4.7,3.9,475,330,1.6,2,1,-17%,,,,,,,
12,11,7.1,263,256,2.1,3,1,-35%,,,,,,,
11,12,14,132,135,3.9,4,0,17%,,,,,,,
3.6,6.3,8.9,210,203,2.6,5,0,41%,,,,,,,
18,9.3,9.5,196,174,3,6,0,2%,,,,,,,
15,10,14,128,124,4.3,7,0,40%,,,,,,,
11,8.6,9,207,200,2.6,8,0,5%,,,,,,,
8.2,10,16,111,107,4.9,9,0,60%,,,,,,,
63,32,54,34,32,16,10,0,69%,,,,,,,
26,42,73,25,31,16,11,0,74%,,,,,,,
43,20,34,53,54,9.7,12,0,70%,,,,,,,
21,16,12,174,167,3.8,1,1,-25%,,,,,,,
13,14,6,364,323,2,2,1,-57%,,,,,,,
7.6,5.7,4.2,517,334,1.9,3,1,-26%,,,,,,,
8.6,12,18,117,137,4.6,4,0,50%,,,,,,,
7.3,6.5,6.5,335,236,2.7,5,0,0%,,,,,,,
10,9.7,9.6,227,226,2.8,6,0,-1%,,,,,,,
18,27,40,53,57,11,7,0,48%,,,,,,,
25,27,51,42,47,13,8,0,89%,,,,,,,
36,33,62,35,39,16,9,0,88%,,,,,,,
10,9.2,8,274,253,2.5,10,0,-13%,,,,,,,
4,5,7.8,281,294,2.1,11,0,56%,,,,,,,
7.4,6.3,9.5,230,207,3.1,12,0,51%,,,,,,,
5.7,6.8,6,327,262,2.2,1,1,-12%,,,,,,,
6.8,7.6,6,323,243,2.4,2,1,-21%,,,,,,,
5.4,5.8,7.1,274,252,2.3,3,1,22%,,,,,,,
12,12,17,114,129,4.5,4,0,42%,,,,,,,
7.3,10,17,114,121,4.8,5,0,70%,,,,,,,
15,14,8.5,229,197,2.9,6,0,-39%,,,,,,,
6.2,4.9,5.9,331,279,2.1,7,0,20%,,,,,,,
8.2,6.4,8.2,237,256,2.3,8,0,28%,,,,,,,
18,13,6.1,318,257,2.2,9,0,-53%,,,,,,,
18,21,31,61,77,7.6,10,0,48%,,,,,,,
61,61,98,19,24,23,11,0,61%,,,,,,,
60,73,99,17,22,25,12,0,36%,,,,,,,
4.7,3.9,4.2,535,404,1.5,1,1,8%,,,,,,,
33,28,39,57,64,9.5,2,1,39%,,,,,,,
6.8,6.4,4.5,503,320,1.9,3,1,-30%,,,,,,,
40,30,48,46,55,11,3,1,60%,,,,,,,
6.5,6.4,8.4,267,251,2.4,5,0,31%,,,,,,,
10,9.1,5.7,392,342,1.8,6,0,-37%,,,,,,,
4.9,4,4.8,467,323,1.9,7,0,20%,,,,,,,
34,37,48,46,64,9.6,8,0,30%,,,,,,,
26,24,22,99,80,7.6,9,0,-8%,,,,,,,
18,26,28,79,87,7,10,0,8%,,,,,,,
6.3,12,12,176,184,3.3,11,0,0%,,,,,,,
16,27,36,61,67,9.1,12,0,33%,,,,,,,
2.8,6.8,7,339,455,1.3,1,1,3%,,,,,,,
2.8,1.8,1.5,1546,530,1.1,2,1,-17%,,,,,,,
18,11,12,188,221,2.8,3,1,9%,,,,,,,
11,15,17,138,187,3.3,4,0,13%,,,,,,,
7.2,6.9,8.9,267,323,1.9,5,0,29%,,,,,,,
24,18,25,91,119,5.2,6,0,39%,,,,,,,
32,32,35,66,99,6.2,7,0,9%,,,,,,,
48,39,46,50,61,10,8,0,18%,,,,,,,
23,26,33,71,103,6,9,0,27%,,,,,,,
66,99,99,14,19,32,10,0,0%,,,,,,,
36,47,63,37,52,11,11,0,34%,,,,,,,
23,27,38,62,93,6.7,12,0,41%,,,,,,,
6.3,11,8.7,253,185,3.2,1,1,-21%,,,,,,,
7.2,9.8,9.2,241,183,3.2,2,1,-6%,,,,,,,
10,14,15,141,134,4.4,3,1,7%,,,,,,,
11,7.2,10,215,206,2.8,4,0,39%,,,,,,,
6.3,5.1,7.5,295,209,2.8,5,0,47%,,,,,,,
16,10,6.4,345,265,2.2,6,0,-36%,,,,,,,
11,14,14,151,112,5.2,7,0,0%,,,,,,,
15,15,26,84,92,6.3,8,0,73%,,,,,,,
20,23,20,110,90,6.5,9,0,-13%,,,,,,,
8.4,7.4,11,199,185,3.1,10,0,49%,,,,,,,
8.4,8.1,7.8,282,209,2.8,11,0,-4%,,,,,,,
13,11,5.9,373,268,2.2,12,0,-46%,,,,,,,
4.9,3.1,3.6,673,439,1.6,1,1,16%,,,,,,,
10,7.6,6.2,391,326,2.1,2,1,-18%,,,,,,,
4.8,11,12,188,204,3.4,3,1,9%,,,,,,,
5.9,6.5,4.7,522,423,1.6,4,0,-28%,,,,,,,
16,10,10,242,246,2.8,5,0,0%,,,,,,,
30,44,61,39,58,11,6,0,39%,,,,,,,
7.3,14,14,167,194,3.6,7,0,0%,,,,,,,
6.6,5.1,5.1,475,354,1.9,8,0,0%,,,,,,,
20,18,23,103,120,5.8,9,0,28%,,,,,,,
21,36,37,66,69,10,10,0,3%,,,,,,,
21,23,31,77,78,8.9,11,0,35%,,,,,,,
83,74,99,19,23,30,12,0,34%,,,,,,,
7.4,5,7.5,420,288,2.6,1,1,50%,,,,,,,
2.6,3,2.9,1099,520,1.4,2,1,-3%,,,,,,,
39,60,78,40,51,14,3,1,30%,,,,,,,
22,10,10,301,245,3.1,4,0,0%,,,,,,,
16,11,8.1,389,317,2.4,5,0,-26%,,,,,,,
44,41,51,60,64,11,6,0,24%,,,,,,,
26,28,18,171,151,5,7,0,-36%,,,,,,,
5.6,8.5,7.7,410,306,2.5,8,0,-9%,,,,,,,
7.6,6.9,9.7,327,311,2.4,9,0,41%,,,,,,,
6.4,10,9.3,340,281,2.7,10,0,-7%,,,,,,,
34,17,12,256,215,3.5,11,0,-29%,,,,,,,
59,99,99,21,22,33,12,0,0%,,,,,,,
13,9.2,8.8,221,204,2.7,1,1,-4%,,,,,,,
8,5.4,5.9,329,267,2.1,2,1,9%,,,,,,,
27,18,11,173,146,3.8,3,1,-39%,,,,,,,
8.8,5.6,5,391,273,2,4,0,-11%,,,,,,,
17,15,16,119,119,4.7,5,0,7%,,,,,,,
6,13,20,97,109,5.1,6,0,54%,,,,,,,
11,12,8,244,197,2.8,7,0,-33%,,,,,,,
12,10,8.6,227,194,2.9,8,0,-14%,,,,,,,
10,20,31,61,63,8.9,9,0,55%,,,,,,,
18,22,13,141,108,5.2,10,0,-41%,,,,,,,
72,66,99,18,19,28,11,0,50%,,,,,,,
4.8,5.6,8.2,239,230,2.4,12,0,46%,,,,,,,
20,39,63,31,37,15,13,0,62%,,,,,,,
19,17,25,77,82,6.9,14,0,47%,,,,,,,
9,7,4.4,443,288,1.8,1,1,-37%,,,,,,,
3.4,3,4.5,431,324,1.6,2,1,50%,,,,,,,
16,14,6.2,312,259,2.1,3,1,-56%,,,,,,,
11,13,7.6,256,229,2.3,4,0,-42%,,,,,,,
7.6,6.8,7,275,244,2.2,5,0,3%,,,,,,,
18,21,22,87,93,5.8,6,0,5%,,,,,,,
22,18,13,139,104,5.2,7,0,-28%,,,,,,,
13,14,21,91,96,5.6,8,0,50%,,,,,,,
23,42,59,32,36,15,9,0,40%,,,,,,,
95,99,99,9,12,42,10,0,0%,,,,,,,
38,58,99,18,24,22,11,0,71%,,,,,,,
80,99,99,7,10,52,12,0,0%,,,,,,,
32,50,94,20,23,23,13,0,88%,,,,,,,
4.2,4.8,8.4,229,221,2.4,14,0,75%,,,,,,,
16,12,8.5,248,237,2.1,1,1,-29%,,,,,,,
6.5,7.9,7.5,280,243,2,2,1,-5%,,,,,,,
1.9,1.8,2.2,949,388,1.3,3,1,22%,,,,,,,
6.6,8.3,8.7,241,184,2.7,3,1,5%,,,,,,,
9.6,6.7,4.7,443,329,1.5,5,0,-30%,,,,,,,
22,14,14,145,133,3.7,6,0,0%,,,,,,,
62,95,99,16,21,23,7,0,4%,,,,,,,
51,60,78,26,34,14,8,0,30%,,,,,,,
20,20,16,127,128,3.8,9,0,-20%,,,,,,,
53,57,74,28,37,13,10,0,30%,,,,,,,
41,65,98,21,26,18,11,0,51%,,,,,,,
68,99,99,9,17,28,12,0,0%,,,,,,,
112,99,99,6,11,44,13,0,0%,,,,,,,
56,99,99,11,17,27,14,0,0%,,,,,,,
10,7.2,6.3,304,237,2.2,1,1,-13%,,,,,,,
4.6,5,5.3,365,260,2,2,1,6%,,,,,,,
22,18,9.5,203,158,3.3,3,1,-47%,,,,,,,
11,18,26,74,78,6.7,4,0,44%,,,,,,,
5.4,7.7,8,242,204,2.6,5,0,4%,,,,,,,
8.2,7.1,8.6,223,188,2.8,6,0,21%,,,,,,,
9.8,6.3,5.9,324,260,2,7,0,-6%,,,,,,,
13,13,11,170,113,4.6,8,0,-15%,,,,,,,
125,99,99,7,12,43,9,0,0%,,,,,,,
26,39,45,42,46,11,10,0,15%,,,,,,,
88,99,99,10,15,33,11,0,0%,,,,,,,
6,5.4,6,321,266,2,12,0,11%,,,,,,,
101,99,99,8,21,24,13,0,0%,,,,,,,
20,29,40,47,55,9.5,14,0,38%,,,,,,,
2,2.1,2.4,985,506,1.3,1,1,14%,,,,,,,
17,29,38,62,74,8.7,2,1,31%,,,,,,,
26,37,41,59,72,8.9,3,1,11%,,,,,,,
13,12,13,181,181,3.5,4,0,8%,,,,,,,
58,99,99,16,22,28,5,0,0%,,,,,,,
11,7.5,4.9,490,379,1.7,6,0,-35%,,,,,,,
16,13,15,160,145,4.4,7,0,15%,,,,,,,
43,66,73,33,45,14,8,0,11%,,,,,,,
30,85,99,22,27,23,9,0,16%,,,,,,,
13,16,13,176,157,4.1,10,0,-19%,,,,,,,
20,6.9,5.9,413,342,1.9,11,0,-14%,,,,,,,
12,15,20,117,139,4.6,12,0,33%,,,,,,,
20,17,17,137,161,4,13,0,0%,,,,,,,
20,31,25,96,99,6.5,14,0,-19%,,,,,,,
2.8,3.6,3.9,583,404,1.6,1,1,8%,,,,,,,
7.2,4.7,4,570,426,1.5,2,1,-15%,,,,,,,
16,29,44,51,72,8.9,3,1,52%,,,,,,,
14,24,22,103,123,5.2,4,0,-8%,,,,,,,
